SpecName,accGenus,accSpecies,PalmTribe,PalmSubfamily,NativeRegion,CommonNamesFR,CommonNamesSP,CommonNamesEN,Photos,PhotoReferences,Climbing,Acaulescent,Erect,StemSolitary,StemArmed,LeavesArmed,MaxStemHeight_m,MaxStemDia_cm,UnderstoreyCanopy,MaxLeafNumber,Max_Blade_Length_m,Max_Rachis_Length_m,Max_Petiole_length_m,AverageFruitLength_cm,MinFruitLength_cm,MaxFruitLength_cm,AverageFruitWidth_cm,MinFruitWidth_cm,MaxFruitWidth_cm,FruitSizeCategorical,FruitShape,FruitColorDescription,MainFruitColors,"Conspicuousness
"
Nannorrhops ritchieana,Nannorrhops,ritchieana,Chuniophoeniceae,Coryphoideae,"AFG, GST, IRN, OMA, PAK, YEM",Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/314842956/large.jpg; https://upload.wikimedia.org/wikipedia/commons/2/21/Nannorrhops_ritchiana_kz04.jpg; https://upload.wikimedia.org/wikipedia/commons/2/26/Nannorrhops_ritchiana_kz03.jpg; https://upload.wikimedia.org/wikipedia/commons/4/45/Nannorrhops_ritchieana_-_Botanischer_Garten_-_Heidelberg%2C_Germany_-_DSC01339.jpg; https://upload.wikimedia.org/wikipedia/commons/6/6a/Nannorrhops_ritchiana_2.jpg; https://upload.wikimedia.org/wikipedia/commons/7/78/Nannorrhops_ritchiana_kz01.jpg; https://upload.wikimedia.org/wikipedia/commons/8/81/Nannorrhops_ritchiana_kz05.jpg; https://upload.wikimedia.org/wikipedia/commons/8/85/Nannorrhops_ritchiana_kz2.jpg; https://upload.wikimedia.org/wikipedia/commons/9/95/Nannorrhops_ritchiana_kz1.jpg; https://upload.wikimedia.org/wikipedia/commons/9/96/Nannorrhops_ritchiana_-_Jardin_d%27oiseaux_tropicaux_-_DSC04990.JPG; https://upload.wikimedia.org/wikipedia/commons/9/99/Nannorrhops_ritchieana_-_Marie_Selby_Botanical_Gardens_-_Sarasota%2C_Florida_-_DSC01564.jpg; https://upload.wikimedia.org/wikipedia/commons/a/a0/020907-ortobotanico18_-_palma_detta_il_dinosauro.png; https://upload.wikimedia.org/wikipedia/commons/e/e0/Nannorrhops_ritchiana_1.jpg; https://upload.wikimedia.org/wikipedia/commons/e/e5/Nannorrhops_ritchiana_kz06.jpg; https://upload.wikimedia.org/wikipedia/commons/f/f4/Nannorrhops_ritchiana_kz02.jpg; https://upload.wikimedia.org/wikipedia/commons/f/fb/Nannorrhops_ritchiana_86-09.JPG,"(c) MRN, some rights reserved (CC BY-NC), uploaded by MRN",false,false,false,false,false,false,4.5,0.2,understorey,40,1.2,,,1.3,,,1.3,,,small,ellipsoid,brownish orange,orange,"conspicuous
"
Nenga banaensis,Nenga,banaensis,Areceae,Arecoideae,VIE,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,true,false,false,6,3.5,canopy,9,1.5,,0.48,1.4,,,1,,,small,globose,red upper half; green below,red; green,"conspicuous
"
Nenga gajah,Nenga,gajah,Areceae,Arecoideae,"BOR, SUM",Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,true,false,false,2,15,understorey,10,4,,,6.5,5,8,2,1.5,2.5,large,globose,dark purplish-brown,brown,"cryptic
"
Nenga grandiflora,Nenga,grandiflora,Areceae,Arecoideae,MLY,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,true,false,false,2,8,understorey,8,,,,4.6,3.8,5.4,1.75,1.5,2,large,globose,deep red then purplish-black,red; black,"conspicuous
"
Nenga macrocarpa,Nenga,macrocarpa,Areceae,Arecoideae,"MLY, THA",Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,false,false,false,6,7,canopy,7,2,2,,3.5,3,4,1.65,1.3,2,small,,purple-black,purple; black,"cryptic
"
Nenga pumila,Nenga,pumila,Areceae,Arecoideae,"BOR, JAW, MLY, SUM, THA",Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/1481762/large.jpg,"(c) Bill Baker, some rights reserved (CC BY-NC), uploaded by Bill Baker",false,false,true,false,false,false,7,7,canopy,7,3,2,,2.5,2,3,1.25,1,1.5,small,,orange-red,orange; red,"conspicuous
"
Neonicholsonia watsonii,Neonicholsonia,watsonii,Euterpeae,Arecoideae,"COS, HON, NIC, PAN",Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/31659886/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/42041731/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/85734699/large.jpeg; https://upload.wikimedia.org/wikipedia/commons/0/02/Neonicholsonia_watsonii_2zz.jpg; https://upload.wikimedia.org/wikipedia/commons/5/5a/Neonicholsonia_watsonii_1zz.jpg; https://upload.wikimedia.org/wikipedia/commons/5/5c/Neonicholsonia_watsonii.jpg; https://upload.wikimedia.org/wikipedia/commons/6/68/Neonicholsonia_watsonii_0zz.jpg; https://upload.wikimedia.org/wikipedia/commons/9/95/Neonicholsonia_watsonii_5zz.jpg; https://upload.wikimedia.org/wikipedia/commons/b/b2/Neonicholsonia_watsonii_6zz.jpg; https://upload.wikimedia.org/wikipedia/commons/b/ba/Neonicholsonia_watsonii_4zz.jpg,"(c) Marvin López M., some rights reserved (CC BY-NC), uploaded by Marvin López M. (c) Eduardo Chacón Madrigal, some rights reserved (CC BY), uploaded by Eduardo Chacón Madrigal (c) ldgc, some rights reserved (CC BY-SA), uploaded by ldgc",false,true,false,true,false,false,1,13,understorey,9,2.2,1.2,,0.95,0.9,1,0.55,0.5,0.6,small,ovoid,black,black,"cryptic
"
Neoveitchia brunnea,Neoveitchia,brunnea,Areceae,Arecoideae,VAN,Pas de nom commun,Sin nombre común,Devil Palm,https://inaturalist-open-data.s3.amazonaws.com/photos/380411836/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/380411927/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/380421250/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/380421333/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/380411866/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/380411888/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/392791470/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/392791471/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/392791467/large.jpg,"(c) Dominik Maximilián Ramík, some rights reserved (CC BY), uploaded by Dominik Maximilián Ramík (c) Dominik Maximilián Ramík, some rights reserved (CC BY), uploaded by Dominik Maximilián Ramík (c) Neal Kelso, some rights reserved (CC BY), uploaded by Neal Kelso (c) Neal Kelso, some rights reserved (CC BY), uploaded by Neal Kelso (c) Dominik Maximilián Ramík, some rights reserved (CC BY), uploaded by Dominik Maximilián Ramík (c) Dominik Maximilián Ramík, some rights reserved (CC BY), uploaded by Dominik Maximilián Ramík (c) Dominik Maximilián Ramík, some rights reserved (CC BY), uploaded by Dominik Maximilián Ramík (c) Dominik Maximilián Ramík, some rights reserved (CC BY), uploaded by Dominik Maximilián Ramík (c) Dominik Maximilián Ramík, some rights reserved (CC BY), uploaded by Dominik Maximilián Ramík",false,false,true,true,false,false,,,,,,,,6.5,6,7,,,,large,globose,dark red,red,"conspicuous
"
Neoveitchia storckii,Neoveitchia,storckii,Areceae,Arecoideae,FIJ,Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/71058106/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/71058107/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/71058108/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/71058109/large.jpg; https://upload.wikimedia.org/wikipedia/commons/0/07/Neoveitchia_storckii_3zz.jpg; https://upload.wikimedia.org/wikipedia/commons/1/10/Neoveitchia_storckii_1zz.jpg; https://upload.wikimedia.org/wikipedia/commons/2/25/Neoveitchia_storckii_0zz.jpg; https://upload.wikimedia.org/wikipedia/commons/2/28/Neoveitchia_storckii_2zz.jpg; https://upload.wikimedia.org/wikipedia/commons/c/c5/Neoveitchia_storckii_in_Lyon_Arboretum.jpg,"Daderot, no known copyright restrictions (public domain) (c)  Photo by David J. Stang, some rights reserved (CC BY-SA) (c)  Photo by David J. Stang, some rights reserved (CC BY-SA) (c)  Photo by David J. Stang, some rights reserved (CC BY-SA)",false,false,true,true,false,false,20,25,canopy,15,5,,,5,,,2.6,,,large,,dull red,red,"conspicuous
"
Nephrosperma van-houtteanum,Nephrosperma,van-houtteanum,Areceae,Arecoideae,SEY,Pas de nom commun,Sin nombre común,No Common Name,https://static.inaturalist.org/photos/34734243/large.jpg; https://static.inaturalist.org/photos/34734269/large.jpg; https://upload.wikimedia.org/wikipedia/commons/b/b6/Nephrosperma_vanhoutteanum.jpg; https://upload.wikimedia.org/wikipedia/commons/f/f9/Dreer%27s_wholesale_price_list_-_Henry_A._Dreer._%2821063231585%29.jpg,"(c) wichmannba, all rights reserved (c) wichmannba, all rights reserved",false,false,true,true,false,true,13,15,canopy,15,2.2,,0.22,1.2,,,1.4,,,small,ovoid,red; dispersed by birds,red,"conspicuous
"
Normanbya normanbyi,Normanbya,normanbyi,Areceae,Arecoideae,QLD,Pas de nom commun,Sin nombre común,"black palm,Black Palm",https://inaturalist-open-data.s3.amazonaws.com/photos/12508684/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/14012405/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/166589496/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/186295479/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/2136596/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/52658668/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/65364873/large.jpeg; https://static.inaturalist.org/photos/104799980/large.jpeg; https://upload.wikimedia.org/wikipedia/commons/2/24/Normanbya-normanbyi-SF22043-01.jpg; https://upload.wikimedia.org/wikipedia/commons/4/44/Normanbya-normanbyi-SF23312-01.jpg; https://upload.wikimedia.org/wikipedia/commons/4/48/Normanbya-normanbyi-SF22259-03.jpg; https://upload.wikimedia.org/wikipedia/commons/5/58/Normanbya-normanbyi-SF22259-02.jpg; https://upload.wikimedia.org/wikipedia/commons/5/5c/Normanbya_normanbyi_%28three_trunks_right_foregroud%29_SF21098.jpg; https://upload.wikimedia.org/wikipedia/commons/6/69/Normanbya-normanbyi-SF22033-04.jpg; https://upload.wikimedia.org/wikipedia/commons/6/6e/Normanbya_normanbyi_%28three_slim_trunks_centre%29_SF21098.jpg; https://upload.wikimedia.org/wikipedia/commons/9/90/Normanbya-normanbyi-SF23312-02.jpg; https://upload.wikimedia.org/wikipedia/commons/9/97/Normanbya_normanbyi_trunk_SF21098.jpg; https://upload.wikimedia.org/wikipedia/commons/a/a4/Parc_de_l%27Habitation_Cl%C3%A9ment_%28Le_Fran%C3%A7ois%2C_Martinique%29_-_32.jpg; https://upload.wikimedia.org/wikipedia/commons/a/a8/Normanbya_normanbyi.jpg; https://upload.wikimedia.org/wikipedia/commons/b/b2/Normanbya_normanbyi_crown_and_inflorescences_SF21098.jpg; https://upload.wikimedia.org/wikipedia/commons/b/ba/Normanbya-normanbyi-SF22124-04.jpg; https://upload.wikimedia.org/wikipedia/commons/c/c3/Normanbya-normanbyi-SF23312-04.jpg; https://upload.wikimedia.org/wikipedia/commons/c/ca/Normanbya-normanbyi-SF23312-03.jpg; https://upload.wikimedia.org/wikipedia/commons/d/d3/Normanbya-normanbyi-SF22124-02.jpg; https://upload.wikimedia.org/wikipedia/commons/d/d5/Normanbya-normanbyi-SF22032-02.jpg; https://upload.wikimedia.org/wikipedia/commons/e/e4/Normanbya-normanbyi-SF22124-03.jpg; https://upload.wikimedia.org/wikipedia/commons/e/ea/Normanbya-normanbyi-SF22259-01.jpg; https://upload.wikimedia.org/wikipedia/commons/e/ed/Normanbya-normanbyi-SF23334-01.jpg,"(c) annaavinger, some rights reserved (CC BY-NC) (c) Mark Fishbein, some rights reserved (CC BY-NC), uploaded by Mark Fishbein (c) David Martin, some rights reserved (CC BY) (c) Michael Skvarla, some rights reserved (CC BY-NC-SA), uploaded by Michael Skvarla (c) Oskar Neate, all rights reserved, uploaded by Oskar Neate (c) Damon Tighe, some rights reserved (CC BY-NC), uploaded by Damon Tighe (c) Tim, some rights reserved (CC BY), uploaded by Tim (c) Ken Harris EntSocVic, some rights reserved (CC BY-NC), uploaded by Ken Harris EntSocVic",false,false,true,true,false,false,30,25,canopy,10,2.5,2.2,0.33,4.25,3.5,5,3.2,2.5,3.9,large,ovoid,pink to scarlet-brown,pink; brown,"conspicuous
"
Nypa fruticans,Nypa,fruticans,Nypoideae,Nypoideae,"AND, BAN, BIS, BOR, CBD, CHH, CRL, IND, JAW, MLY, MOL, MYA, NCB, NNS, NTA, NWG, PHI, QLD, SOL, SRL, SUL, SUM, THA, VIE",Pas de nom commun,Sin nombre común,Nipa Palm,https://inaturalist-open-data.s3.amazonaws.com/photos/122953099/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/1261975/large.JPG; https://inaturalist-open-data.s3.amazonaws.com/photos/16988766/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/16988780/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/18592293/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/59652965/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/70338507/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/70338533/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/79355090/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/79355100/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/8211961/large.jpg; https://static.inaturalist.org/photos/44205895/large.jpeg; https://upload.wikimedia.org/wikipedia/commons/0/00/Nypa_fruticans_282440225.jpg; https://upload.wikimedia.org/wikipedia/commons/0/02/0001jfMalolos_River_Districts_City_Nipa_trees_Bulacan_Landmarksfvf_30.jpg; https://upload.wikimedia.org/wikipedia/commons/0/04/Tra_Nhieu_Nipa_Palm_Forest_4.jpg; https://upload.wikimedia.org/wikipedia/commons/1/11/Nypa-fruticans-SF24113-01.jpg; https://upload.wikimedia.org/wikipedia/commons/1/12/Nypa_fruticans_Sarawak.jpg; https://upload.wikimedia.org/wikipedia/commons/1/18/09378jfNypa_fruticans_flowers_fruits_seedsfvf_20.jpg; https://upload.wikimedia.org/wikipedia/commons/2/2a/Nypa_fruticans_312094636.jpg; https://upload.wikimedia.org/wikipedia/commons/2/2d/Nypa_fruticans_353792454.jpg; https://upload.wikimedia.org/wikipedia/commons/3/39/6175Capandanan_Balangobong%2C_Lingayen%2C_Pangasinan_54.jpg; https://upload.wikimedia.org/wikipedia/commons/3/39/Nypa_fruticans_344558544.jpg; https://upload.wikimedia.org/wikipedia/commons/3/3d/Nypa_fruticans_399743054.jpg; https://upload.wikimedia.org/wikipedia/commons/4/41/JfSanSebastian9665Hagonoyfvf_14.JPG; https://upload.wikimedia.org/wikipedia/commons/4/48/0001jfMalolos_River_Districts_City_Nipa_trees_Bulacan_Landmarksfvf_08.jpg; https://upload.wikimedia.org/wikipedia/commons/4/48/Nypa_fruticans_361891761.jpg; https://upload.wikimedia.org/wikipedia/commons/4/4b/Panorama_flora_pohon_nipah_di_kawasan_TNTP_%28Taman_Nasional_Tanjung_Puting%29%2C_Kab._Kotawaringin_Barat_%283%29.jpg; https://upload.wikimedia.org/wikipedia/commons/4/4e/Nypa_fruticans_253198746.jpg; https://upload.wikimedia.org/wikipedia/commons/5/58/Tra_Nhieu_Nipa_Palm_Forest_3.jpg; https://upload.wikimedia.org/wikipedia/commons/5/5a/Nypa_fruticans_258785741.jpg; https://upload.wikimedia.org/wikipedia/commons/5/5e/Nypa_fruticans_448959857.jpg; https://upload.wikimedia.org/wikipedia/commons/6/62/Nypa_fruticans_250619455.jpg; https://upload.wikimedia.org/wikipedia/commons/6/6b/0387jfField_Pond_San_Jose_Boat_PaombongBulacanfvf_23.JPG; https://upload.wikimedia.org/wikipedia/commons/6/6b/Nypa-fruticans-SF24113-04.jpg; https://upload.wikimedia.org/wikipedia/commons/6/6d/Tra_Nhieu_Nipa_Palm_Forest_5.jpg; https://upload.wikimedia.org/wikipedia/commons/7/79/Nypa_fruticans_245741501.jpg; https://upload.wikimedia.org/wikipedia/commons/7/7d/0050jfMalolos_River_Districts_City_Nipa_trees_Bulacan_Landmarksfvf_47.jpg; https://upload.wikimedia.org/wikipedia/commons/8/82/0098jfMalolos_River_Districts_City_Nipa_trees_Bulacan_Landmarksfvf_14.jpg; https://upload.wikimedia.org/wikipedia/commons/8/82/Nipa_maitum.jpg; https://upload.wikimedia.org/wikipedia/commons/8/88/0001jfMalolos_River_Districts_City_Nipa_trees_Bulacan_Landmarksfvf_36.jpg; https://upload.wikimedia.org/wikipedia/commons/9/93/Panorama_flora_pohon_nipah_di_kawasan_TNTP_%28Taman_Nasional_Tanjung_Puting%29%2C_Kab._Kotawaringin_Barat_%281%29.jpg; https://upload.wikimedia.org/wikipedia/commons/a/a7/0001jfMalolos_River_Districts_City_Nipa_trees_Bulacan_Landmarksfvf_35.jpg; https://upload.wikimedia.org/wikipedia/commons/a/a8/Nypa_fruticans_251538575.jpg; https://upload.wikimedia.org/wikipedia/commons/a/aa/09761jfMalolos_Marine_Fishery_School_and_Laboratory_Balite_Matimbo_Bridge_Creeks_Bulacanfvf_31.jpg; https://upload.wikimedia.org/wikipedia/commons/b/b1/6139Basing%2C_Binmaley%2C_Pangasinan_07.jpg; https://upload.wikimedia.org/wikipedia/commons/c/c1/Nipa_palms.jpg; https://upload.wikimedia.org/wikipedia/commons/c/ca/0050jfMalolos_River_Districts_City_Nipa_trees_Bulacan_Landmarksfvf_27.jpg; https://upload.wikimedia.org/wikipedia/commons/d/d2/Nypa-fruticans-SF24113-05.jpg; https://upload.wikimedia.org/wikipedia/commons/d/d5/0387jfField_Pond_San_Jose_Boat_PaombongBulacanfvf_19.JPG; https://upload.wikimedia.org/wikipedia/commons/d/db/JfSanNicolas9633SanSebastianfvf_20.JPG; https://upload.wikimedia.org/wikipedia/commons/d/de/09378jfNypa_fruticans_flowers_fruits_seedsfvf_12.jpg; https://upload.wikimedia.org/wikipedia/commons/d/de/Nypa_fruticans01.jpg; https://upload.wikimedia.org/wikipedia/commons/e/e0/Nypa-fruticans-SF24113-02.jpg; https://upload.wikimedia.org/wikipedia/commons/e/e1/Mangrove_Nipah_%28Nypa_fruticans%29_in_Green_Mangrove%2C_Bawean_Island.jpg; https://upload.wikimedia.org/wikipedia/commons/e/e8/JfCaleroScenery852MalolosCity.JPG; https://upload.wikimedia.org/wikipedia/commons/e/ed/0050jfMalolos_River_Districts_City_Nipa_trees_Bulacan_Landmarksfvf_37.jpg; https://upload.wikimedia.org/wikipedia/commons/e/ef/JfSantaElena9216HagonoyBulacanfvf_12.JPG; https://upload.wikimedia.org/wikipedia/commons/f/f1/0001jfMalolos_River_Districts_City_Nipa_trees_Bulacan_Landmarksfvf_31.jpg; https://upload.wikimedia.org/wikipedia/commons/f/f1/Nypa-fruticans-SF24113-03.jpg; https://upload.wikimedia.org/wikipedia/commons/f/f6/09378jfNypa_fruticans_flowers_fruits_seedsfvf_13.jpg; https://upload.wikimedia.org/wikipedia/commons/f/f6/Nypa_fruticans_249473243.jpg; https://upload.wikimedia.org/wikipedia/commons/f/fc/6175Capandanan_Balangobong%2C_Lingayen%2C_Pangasinan_47.jpg,"(c) seasav, some rights reserved (CC BY-NC-ND), uploaded by seasav (c) budak, some rights reserved (CC BY-NC), uploaded by budak (c) shnynzn, some rights reserved (CC BY-NC) (c) Douglas Goldman, some rights reserved (CC BY-SA), uploaded by Douglas Goldman (c) AZAMUDDEEN NASIR, all rights reserved, uploaded by AZAMUDDEEN NASIR (c) Nina Peck, some rights reserved (CC BY-NC), uploaded by Nina Peck (c) Abu Hamas, some rights reserved (CC BY-SA), uploaded by Abu Hamas (c) Shawn O'Donnell, some rights reserved (CC BY), uploaded by Shawn O'Donnell (c) Shawn O'Donnell, some rights reserved (CC BY), uploaded by Shawn O'Donnell (c) Douglas Goldman, some rights reserved (CC BY-SA), uploaded by Douglas Goldman (c) Oleg Kosterin, some rights reserved (CC BY), uploaded by Oleg Kosterin (c) Oleg Kosterin, some rights reserved (CC BY), uploaded by Oleg Kosterin",false,false,true,false,false,false,0,60,understorey,15,10.2,9,1.25,11.5,8,15,6,2,10,large,ovoid,brown,brown,"cryptic
"
Oenocarpus andersonii,Oenocarpus,andersonii,Euterpeae,Arecoideae,BZN,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,,false,false,,,,,,,,,,,,,,,ovoid,,,"
"
Oenocarpus bacaba,Oenocarpus,bacaba,Euterpeae,Arecoideae,"BZN, CLM, FRG, GUY, SUR, VEN","comon,comou Comou, Camon",baniba,bacaba palm,https://inaturalist-open-data.s3.amazonaws.com/photos/37589201/large.jpeg; https://upload.wikimedia.org/wikipedia/commons/1/15/Bacaba_2.jpg; https://upload.wikimedia.org/wikipedia/commons/5/51/%28Oenocarpus_bacaba%29_%281%29%2C_da_Cole%C3%A7%C3%A3o_Brasiliana_Iconogr%C3%A1fica.jpg; https://upload.wikimedia.org/wikipedia/commons/7/71/%28Oenocarpus_bacaba%29_%282%29%2C_da_Cole%C3%A7%C3%A3o_Brasiliana_Iconogr%C3%A1fica.jpg; https://upload.wikimedia.org/wikipedia/commons/a/aa/Palma_de_bacaba.jpg,"(c) Tomaz Nascimento de Melo, some rights reserved (CC BY-NC-ND), uploaded by Tomaz Nascimento de Melo",false,false,true,true,false,false,20,30,canopy,15,7.9,5.6,2.4,1.4,1.3,1.5,1.4,1.3,1.5,small,globose,dark purple-black,purple; black,"cryptic
"
Oenocarpus balickii,Oenocarpus,balickii,Euterpeae,Arecoideae,"BOL, BZN, CLM, PER, VEN",Pas de nom commun,seje,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/424964681/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/424964709/large.jpeg,"(c) Jessica Wu, some rights reserved (CC BY-NC), uploaded by Jessica Wu (c) Jessica Wu, some rights reserved (CC BY-NC), uploaded by Jessica Wu",false,false,true,true,false,false,14,12,canopy,11,4.15,4,0.17,1.65,1.5,1.8,1.25,1,1.5,small,globose,purple-black,purple; black,"cryptic
"
Oenocarpus bataua,Oenocarpus,bataua,Euterpeae,Arecoideae,"BOL, BZC, BZN, CLM, ECU, FRG, GUY, PAN, PER, SUR, TRT, VEN",Pas de nom commun,"seje,Umgurahua ungurahui","bataua palm,kumbu",https://inaturalist-open-data.s3.amazonaws.com/photos/32698121/large.jpeg; https://upload.wikimedia.org/wikipedia/commons/0/05/Fallen_palm_tree.jpg; https://upload.wikimedia.org/wikipedia/commons/0/08/Monastirbeach.jpg; https://upload.wikimedia.org/wikipedia/commons/0/0f/Terrace_River_Pool_Swing_Bali.jpg; https://upload.wikimedia.org/wikipedia/commons/1/14/Oil_palm_plantation_in_Indonesia.jpg; https://upload.wikimedia.org/wikipedia/commons/2/24/Letreiro_de_Mana%C3%ADra.jpg; https://upload.wikimedia.org/wikipedia/commons/2/24/Moon_and_Palm_Tree_at_Jantar_Mantar%2C_Delhi.jpg; https://upload.wikimedia.org/wikipedia/commons/2/25/Oenocarpus_bataua.jpg; https://upload.wikimedia.org/wikipedia/commons/3/39/02020_0028_San%2C_palma%2C_burmistrz.jpg; https://upload.wikimedia.org/wikipedia/commons/4/45/Memorial_to_slavery_%28%C3%8Ele_de_Gor%C3%A9e%2C_Senegal%29.jpg; https://upload.wikimedia.org/wikipedia/commons/4/47/MUS_B.14.6._Uang_Pemerintah_Jepang_10_Dolar%2C_1942-1945%3B_2.jpg; https://upload.wikimedia.org/wikipedia/commons/4/4e/Deep_Inside_The_Fairy_Forest.png; https://upload.wikimedia.org/wikipedia/commons/5/5d/Room_44_Mosaic_pavement_of_cockfight_victory_House_of_the_Labyrinth_Pompeii.jpg; https://upload.wikimedia.org/wikipedia/commons/7/71/Patau%C3%A1_seeds.JPG; https://upload.wikimedia.org/wikipedia/commons/7/74/ManagahaIsland.jpg; https://upload.wikimedia.org/wikipedia/commons/7/7c/Les_palmiers_du_Jardin_Botanique.jpg; https://upload.wikimedia.org/wikipedia/commons/8/85/Barcelona_-_panoramio_%2826%29.jpg; https://upload.wikimedia.org/wikipedia/commons/9/90/Disney%27s_Hollywood_Studios_in_Orlando%2C_Florida._US.jpg; https://upload.wikimedia.org/wikipedia/commons/9/93/Oliviers_et_palmiers%2C_vall%C3%A9e_de_Sasso_%281884%29_Claude_Monet_%28W_860%29.jpg; https://upload.wikimedia.org/wikipedia/commons/9/97/The_palm_by_the_sea.jpg; https://upload.wikimedia.org/wikipedia/commons/a/aa/Moorea04.jpg; https://upload.wikimedia.org/wikipedia/commons/b/b1/Pronome.png; https://upload.wikimedia.org/wikipedia/commons/b/b3/Patau%C3%A1_seeds_1.JPG; https://upload.wikimedia.org/wikipedia/commons/b/ba/Titelkupfer_Orientalische_Reisebeschreibungen_1669.jpg; https://upload.wikimedia.org/wikipedia/commons/b/be/Fruit_of_patau%C3%A1.JPG; https://upload.wikimedia.org/wikipedia/commons/c/c4/G%C3%A9r%C3%B4me_-_L%27entr%C3%A9e_du_Christ_%C3%A0_J%C3%A9rusalem_-_cadre.jpg; https://upload.wikimedia.org/wikipedia/commons/c/c7/Dilkhusha_Palace_3.jpg; https://upload.wikimedia.org/wikipedia/commons/c/ce/Buda-Pleasure-Garden-c.1910.jpg; https://upload.wikimedia.org/wikipedia/commons/d/d3/Evening_Palm_Leaves.png; https://upload.wikimedia.org/wikipedia/commons/e/e4/Patau%C3%A1_fruit.JPG; https://upload.wikimedia.org/wikipedia/commons/e/e6/Indian_Palm_Tree.jpg; https://upload.wikimedia.org/wikipedia/commons/f/f1/Patau%C3%A1.JPG; https://upload.wikimedia.org/wikipedia/commons/f/f6/Monastery_of_Saint_Anthony%2C_Egypt%2C_daily_life_of_monks_-_Armenian_Garden_-_MSBZ004_A33_-_Dumbarton_Oaks.jpg; https://upload.wikimedia.org/wikipedia/commons/f/f9/ManagahaIsland2.jpg; https://upload.wikimedia.org/wikipedia/commons/f/f9/Oenocarpus_bataua_fruits.jpg; https://upload.wikimedia.org/wikipedia/commons/f/fc/Patau%C3%A1_wine.JPG,"(c) Marcus Athaydes, some rights reserved (CC BY-NC), uploaded by Marcus Athaydes",false,false,true,true,false,false,26,45,canopy,20,13.5,11,2.6,3.5,2.5,4.5,2.35,2.2,2.5,small,globose,dark purple-black,purple; black,"cryptic
"
